time	field_x	field_y	field_z	keithley_1	lockin_1_X	lockin_1_phase	lockin_1_processed	conductance
265.3375186920166	0.25468	-1.53982	2e-05	-0.000177689129	0.000133128	-3.396	1.7645333291389033e-05	0.2277377948797166
266.20751881599426	0.25465	-1.53971	1e-05	-0.000186575792	0.000134886	-3.93	1.7974677338054684e-05	0.23198844210217515
266.9785187244415	0.25464	-1.53958	-2e-05	-0.000166623601	0.000135125	-4.17	1.8019725892834724e-05	0.2325698569362679
267.76651883125305	0.25461	-1.53948	1e-05	-0.000142168953	0.000132621	-3.996	1.755100664131907e-05	0.22652037705424505
268.63551902770996	0.25459	-1.53934	1e-05	-0.000161346238	0.000132472	-4.602	1.7523340724029362e-05	0.22616330955697325
269.50351881980896	0.25456	-1.53922	0.0	-0.000147782531	0.000133784	-4.2	1.7767814764204205e-05	0.2293185902136398
270.3885188102722	0.25454	-1.53909	-2e-05	-0.000164965611	0.000134469	-4.272	1.7896235807023426e-05	0.23097604403583966
271.1715190410614	0.25453	-1.53898	-0.0	-0.00017211436	0.000136615	-3.312	1.830206874590831e-05	0.2362138877798454
272.0415186882019	0.25451	-1.53885	-2e-05	-0.000160706434	0.000134886	-4.338	1.7974677338054684e-05	0.23198844210217515
272.8025188446045	0.25448	-1.53874	1e-05	-0.000148803472	0.00013283	-4.488	1.7589855510245982e-05	0.22702177623990416
273.57151889801025	0.25447	-1.53864	-1e-05	-0.000165656587	0.00013426	-3.702	1.7856996273955027e-05	0.23046960278105938
274.3595190048218	0.25445	-1.53852	1e-05	-0.000188111451	0.000137807	-4.11	1.8529816526377536e-05	0.2391532925763602
275.1205189228058	0.25444	-1.53841	1e-05	-0.000177441927	0.0001373	-4.188	1.8432742402871383e-05	0.2379004147495661
275.99051880836487	0.2544	-1.53828	0.0	-0.000189418087	0.000133724	-4.044	1.7756591799300476e-05	0.22917374209788133
276.7525188922882	0.25438	-1.53817	0.0	-0.000191106441	0.000132681	-4.344	1.756215436763571e-05	0.2266642541104247
277.5485188961029	0.25437	-1.53807	-0.0	-0.000172805994	0.000136406	-3.312	1.826230872997074e-05	0.23570072896303665
278.41751885414124	0.25434	-1.53793	-1e-05	-0.000166686135	0.000136883	-4.692	1.835312787782479e-05	0.23687287754893102
279.28651881217957	0.25432	-1.5378	-1e-05	-0.000143032853	0.000139506	-4.14	1.8857351201165374e-05	0.24338058731492024
280.04951882362366	0.25431	-1.53769	-1e-05	-0.000182315505	0.000136347	-4.716	1.825109387164619e-05	0.23555598547406173
280.8445188999176	0.25429	-1.53758	-2e-05	-0.000194025289	0.000137121	-4.32	1.8398542241815013e-05	0.23745901366436759
281.715518951416	0.25428	-1.53744	0.0	-0.000188858297	0.000136049	-4.014	1.8194511534244337e-05	0.2348257109852638
282.5855188369751	0.25425	-1.53733	-1e-05	-0.000180888782	0.000136823	-4.422	1.8341689397921e-05	0.23672524790957836
283.34551882743835	0.25424	-1.53721	0.0	-0.00018363362	0.00013882	-3.666	1.8724687921988707e-05	0.24166838147770037
284.13751888275146	0.2542	-1.5371	0.0	-0.000156936499	0.000141145	-4.62	1.9176614844498845e-05	0.24750113278251484
285.00951886177063	0.25419	-1.53697	-1e-05	-0.000182262905	0.000139833	-3.258	1.8920788014937694e-05	0.24419932844290754
285.77051877975464	0.25416	-1.53687	-2e-05	-0.000197910287	0.000138522	-3.828	1.866723444692676e-05	0.240926863734583
286.5315189361572	0.25416	-1.53674	0.0	-0.000182436925	0.000140191	-3.438	1.8990386936907526e-05	0.24509760022693497
287.4345188140869	0.25413	-1.53661	3e-05	-0.000187079094	0.000136913	-4.872	1.8358848705260922e-05	0.23694671285731977
